Date,open,high,low,close,mean_candle,open_norm,high_norm,low_norm,close_norm
2014-09-17,465.864014,468.174011,452.421997,457.334015,457.334015,0.014973234455389695,0.012901319997163796,0.0149400698396799,0.0144534768685077
2014-09-18,456.859985,456.859985,413.104004,424.440002,424.440002,0.014506677955415626,0.012332125808479847,0.012848975272007975,0.01275082628400891
2014-09-19,424.102997,427.834991,384.532013,394.79599,394.79599,0.012809328283288566,0.010871915454412564,0.011329397831529994,0.011216401330790552
2014-09-20,394.673004,423.29599,389.882996,408.903992,408.903992,0.011284371563542181,0.010643564114966234,0.011613985386215322,0.011946655734575522
2014-09-21,408.084991,412.425995,393.181,398.821014,398.821014,0.011979332642900955,0.010096708558418674,0.011789386970130355,0.011424743483091082
2014-09-22,399.100006,406.915985,397.130005,402.152008,402.152008,0.011513762934727037,0.009819506997136204,0.011999411497659247,0.011597161451098272
2014-09-23,402.09201,441.557007,396.196991,435.790985,435.790985,0.01166879785455553,0.011562252542574475,0.011949789928548083,0.013338372651172617
2014-09-24,435.751007,436.112,421.131989,423.204987,423.204987,0.013412886399023527,0.011288321199147884,0.013275936938714912,0.012686899787366049
2014-09-25,423.156006,423.519989,409.467987,411.574005,411.574005,0.012760258604984894,0.010654833218384506,0.012655596749440388,0.01208486019126706
2014-09-26,411.428986,414.937988,400.009003,404.424988,404.424988,0.012152606474330285,0.010223083715910337,0.012152528597968474,0.01171481479809348
2014-09-27,403.556,406.622986,397.372009,399.519989,399.519989,0.011744656567404746,0.009804766591900245,0.012012282277959628,0.011460923629073881
2014-09-28,399.471008,401.016998,374.332001,377.181,377.181,0.01153298692818634,0.00952273650009809,0.010786918725758028,0.010304619207416297
2014-09-29,376.928009,385.210999,372.23999,375.46701,375.46701,0.010364889545074965,0.008727556890545817,0.010675656870718529,0.010215900142481138
2014-09-30,376.088013,390.97699,373.442993,386.944,386.944,0.010321363964054269,0.009017636528793416,0.010739637578945247,0.01080996884829051
2014-10-01,387.427002,391.378998,380.779999,383.61499,383.61499,0.010908909719524898,0.009037861037505387,0.011129850105550463,0.010637653575529406
2014-10-02,383.988007,385.497009,372.946014,375.071991,375.071991,0.01073071332870604,0.008741945688123748,0.010713206166559902,0.010195453280882397
2014-10-03,375.181,377.695007,357.859009,359.511993,359.511993,0.010274365802374537,0.008349436938497353,0.009910816426118697,0.009390041071387013
2014-10-04,359.891998,364.487,325.885986,328.865997,328.865997,0.009482144535515389,0.007684958986219634,0.008210357943729993,0.0078037517061475825
2014-10-05,328.915985,341.800995,289.29599,320.51001,320.51001,0.007877078602427963,0.006543655067485931,0.006264349614496671,0.007371231473678099
2014-10-06,320.389008,345.134003,302.559998,330.07901,330.07901,0.007435241226684352,0.006711334440366734,0.0069697847844545305,0.00786653934149796
2014-10-07,330.584015,339.247009,320.481995,336.187012,336.187012,0.007963509936517598,0.006415167295831513,0.007922951202906576,0.008182700011083024
2014-10-08,336.115997,354.364014,327.187988,352.940002,352.940002,0.008250157409536567,0.0071756844977812154,0.008279603830957707,0.009049863534597236
2014-10-09,352.747986,382.726013,347.687012,365.026001,365.026001,0.009111967447625874,0.008602540420709086,0.0093698272746868,0.009675455591778032
2014-10-10,364.687012,375.066986,352.963013,361.562012,361.562012,0.009730604969079812,0.008217224560609996,0.009650426974425587,0.009496153574248354
2014-10-11,361.362,367.19101,355.950989,362.299011,362.299011,0.009558314768649342,0.007820994273582705,0.009809339978503239,0.009534301907749804
2014-10-12,362.605988,379.433014,356.144012,378.549011,378.549011,0.009622773766647877,0.008436873849486602,0.009819605745291888,0.010375429805343367
2014-10-13,377.92099,397.226013,368.897003,390.414001,390.414001,0.01041634226028732,0.009332016889643949,0.010497862903577381,0.010989582057261436
2014-10-14,391.691986,411.697998,391.324005,400.869995,400.869995,0.011129905898844777,0.010060083959732109,0.011690624244456797,0.011530802257290418
2014-10-15,400.954987,402.22699,388.765991,394.77301,394.77301,0.011609881399347531,0.009583609651242877,0.011554578409680114,0.011215211846539064
2014-10-16,394.518005,398.807007,373.070007,382.556,382.556,0.01127634007109147,0.009411554677266514,0.01071980063054308,0.01058283843508186
2014-10-17,382.756012,385.477997,375.389008,383.757996,383.757996,0.010666875764968125,0.008740989218701171,0.010843134758852369,0.010645055811598528
2014-10-18,383.976013,395.15799,378.971008,391.441986,391.441986,0.01073009184262901,0.009227977295456631,0.01103364043246091,0.011042792325680374
2014-10-19,391.253998,393.938995,386.457001,389.54599,389.54599,0.011107210931035299,0.009166651214887718,0.011431776708031487,0.010944652317721865
2014-10-20,389.230988,390.084015,378.252014,382.845001,382.845001,0.011002385806081509,0.008972712097769479,0.010995401338019116,0.01059779762299155
2014-10-21,382.42099,392.645996,380.834015,386.475006,386.475006,0.010649516126107086,0.009101602087656252,0.01113272290132535,0.010785692913693343
2014-10-22,386.118011,388.575989,382.248993,383.15799,383.15799,0.01084108249912639,0.008896845236973478,0.01120797732260711,0.010613998470963237
2014-10-23,382.962006,385.048004,356.446991,358.416992,358.416992,0.010677549635482718,0.008719356820404157,0.009835719429960857,0.00933336193975668
2014-10-24,358.591003,364.345001,353.304993,358.345001,358.345001,0.009414731639168233,0.007677815198004994,0.009668614894654691,0.009329635562004335
2014-10-25,358.610992,359.860992,342.877014,347.270996,347.270996,0.009415767397480205,0.007452230435798639,0.0091140115546852,0.008756426051629528
2014-10-26,347.487,359.221008,343.931,354.70401,354.70401,0.008839362015705057,0.007420033658661064,0.009170066918421654,0.009141171617082052
2014-10-27,354.777008,358.631989,349.80899,352.989014,352.989014,0.009217104092864399,0.0073904008655399905,0.009482682899553495,0.009052400479859814
2014-10-28,353.214996,359.984009,352.678986,357.618011,357.618011,0.00913616623142065,0.007458419263852359,0.009635321236023014,0.009292005311526085
2014-10-29,357.088989,357.833008,335.342987,335.591003,335.591003,0.009336902658969254,0.0073502051525313,0.008713320631005715,0.008151849562029679
2014-10-30,335.709015,350.912994,335.071991,345.304993,345.304993,0.008229069061479,0.007002068092000277,0.008698907935437537,0.008654662361164751
2014-10-31,345.009003,348.045013,337.141998,338.321014,338.321014,0.008710961095709546,0.006857783633182879,0.008808999526143677,0.008293159618204284
2014-11-01,338.649994,340.528992,321.054993,325.748993,325.748993,0.008381460048751168,0.00647966222218148,0.007953425622216,0.007642410227913076
2014-11-02,326.075012,329.049988,320.626007,325.891998,325.891998,0.007729869567516945,0.0059021682011601555,0.00793061036065859,0.007649812412220482
2014-11-03,325.569,334.002014,325.480988,327.553986,327.553986,0.0077036498399189034,0.006151298300508682,0.008188818463886303,0.0077358397643599135
2014-11-04,327.161011,331.766998,325.076996,330.492004,330.492004,0.0077861421419850325,0.00603885750190917,0.008167332487311075,0.007887916619955731
2014-11-05,330.683014,343.368988,330.683014,339.485992,339.485992,0.007968639709749219,0.006622538791413833,0.008465483865131176,0.008353460879489377
2014-11-06,339.458008,352.966003,338.424011,349.290009,349.290009,0.00842332843719928,0.007105352351035552,0.008877182315127458,0.008860933630700549
2014-11-07,349.817993,352.731995,341.776001,342.415009,342.415009,0.008960145715484794,0.0070935797076188255,0.009055455099292472,0.008505071827872503
2014-11-08,342.153992,347.032013,342.153992,345.488007,345.488007,0.00856302466197,0.00680682089780143,0.009075558234432889,0.008664135479998607
2014-11-09,345.376007,363.626007,344.255005,363.264008,363.264008,0.008729977927143173,0.007641643528742555,0.00918729885331209,0.009584251809152518
2014-11-10,362.265015,374.81601,357.561005,366.924011,366.924011,0.009605105768303394,0.008204598278798452,0.009894967332663073,0.009773699847834126
2014-11-11,365.856995,371.309998,363.734985,367.695007,367.695007,0.009791229293313905,0.008028215295777538,0.010223325294345277,0.009813607924420775
2014-11-12,367.984985,429.717987,367.984985,423.561005,423.561005,0.009901494105475197,0.010966646576695218,0.010449357989162777,0.012705327890248846
2014-11-13,427.27301,457.092987,401.122986,420.734985,420.734985,0.012973586991268328,0.012343847841322244,0.012211774851961623,0.012559048243408394
2014-11-14,418.416992,419.252014,384.789001,397.817993,397.817993,0.012514699890639558,0.010440116850625727,0.011343065523336056,0.011372825394169717
2014-11-15,399.649994,405.528015,371.007996,376.132996,376.132996,0.0115422613409747,0.0097496800002681,0.01061013430040818,0.010250372721189244
2014-11-16,374.730011,390.799011,374.60199,387.881989,387.881989,0.010250997169358496,0.009008682632761377,0.010801277864873575,0.010858520769246562
2014-11-17,388.348999,410.199005,377.502014,387.40799,387.40799,0.010956684298361394,0.009984671537621897,0.010955513215404266,0.010833985767256936
2014-11-18,387.785004,392.402008,371.117004,375.197998,375.197998,0.010927460099594057,0.009089327363194013,0.010615931799701514,0.010201975619528063
2014-11-19,373.895996,386.480988,373.895996,380.554993,380.554993,0.010207781502313681,0.008791448414084168,0.010763730164557108,0.010479262877483093
2014-11-20,380.307007,382.024994,356.781006,357.839996,357.839996,0.010539977106465469,0.008567273050724517,0.00985348373832779,0.00930349563622438
2014-11-21,357.878998,357.878998,344.112,350.847992,350.847992,0.009377838092872013,0.007352518850655873,0.009179693252012707,0.008941577505486794
2014-11-22,351.604004,364.841003,350.877991,352.920013,352.920013,0.009052690401988488,0.007702768424732208,0.009539536823504698,0.009048828869640622
2014-11-23,353.174988,370.845001,353.174988,367.572998,367.572998,0.009134093160304268,0.008004821890975794,0.009661700687480632,0.009807292529118775
2014-11-24,366.947998,387.209015,366.669006,376.901001,376.901001,0.009847761157120783,0.008828074522032393,0.010379368746882016,0.010290125978481019
2014-11-25,376.885986,394.700989,374.783997,375.347992,375.347992,0.010362712063883112,0.009204986159195966,0.010810957754917258,0.010209739566474009
2014-11-26,376.019012,377.697998,365.81601,368.369995,368.369995,0.010317788579628616,0.008349587411884843,0.01033400286816471,0.009848546462103293
2014-11-27,370.502014,373.992004,368.282013,369.670013,369.670013,0.010031917523766408,0.008163143590021823,0.010465155174874839,0.009915837625621676
2014-11-28,369.373993,382.838013,358.454987,376.446991,376.446991,0.00997346751992288,0.008608174997572582,0.009942513017505037,0.010266625641448007
2014-11-29,376.152008,387.601013,372.144989,375.490997,375.490997,0.010324679955508299,0.008847795440437187,0.010670604322003152,0.010217141750781419
2014-11-30,375.51001,382.527008,373.30899,378.046997,378.046997,0.010291413920950841,0.008592528733488371,0.01073251074148557,0.010349444698858287
2014-12-01,378.248993,383.661987,376.669006,379.244995,379.244995,0.010433338199734089,0.00864962807647011,0.010911210381746727,0.010411455132031292
2014-12-02,379.25,384.037994,377.863007,381.315002,381.315002,0.010485206793490234,0.008668544508101476,0.010974712326133737,0.010518602248087535
2014-12-03,381.721985,383.026001,374.346008,375.01001,375.01001,0.01061329619320101,0.008617632433603075,0.010787663676335981,0.010192245037914969
2014-12-04,375.717987,378.654999,367.759003,369.604004,369.604004,0.01030219054341564,0.008397732909143264,0.010437339325529779,0.009912420886459078
2014-12-05,369.441986,379.191986,365.756012,376.854004,376.854004,0.009976990673402587,0.008424748038841466,0.01033081192472385,0.010287693333077743
2014-12-06,376.756989,378.447998,370.945007,374.785004,374.785004,0.01035602790184552,0.008387318953381474,0.010606784283134328,0.010180598341070293
2014-12-07,374.835999,376.291992,373.274994,375.095001,375.095001,0.010256489087511941,0.008278853046906827,0.010730702692663683,0.01019664431798539
2014-12-08,374.964996,376.028992,361.885986,361.908997,361.908997,0.010263173249549529,0.00826562185302201,0.010124987829242956,0.009514114113543526
2014-12-09,361.894989,363.066986,344.950989,352.218994,352.218994,0.009585932347664769,0.007613519896663904,0.009224314180152056,0.009012542922708738
2014-12-10,352.204987,352.384003,346.36499,346.36499,346.36499,0.009083831186300037,0.007076072674834169,0.009299516640506088,0.008709529625661086
2014-12-11,344.339996,361.356995,338.763,350.506012,350.506012,0.008676295551609437,0.00752749243483008,0.00889521116152357,0.008923876033584084
2014-12-12,350.833008,352.983002,349.290985,352.541992,352.541992,0.009012740153577026,0.007106207549000753,0.009455133236946687,0.009029261853703625
2014-12-13,352.381012,352.381012,346.588013,347.376007,347.376007,0.009092952170684685,0.007075922201446679,0.009311377932199333,0.008761861601269787
2014-12-14,346.72699,353.31601,345.417999,351.631989,351.631989,0.00879998102242468,0.007122960755895033,0.009249151716341874,0.008982158536153233
2014-12-15,351.360992,351.815002,344.93399,345.345001,345.345001,0.009040098391437245,0.0070474469617100004,0.009223410102556949,0.008656733243929484
2014-12-16,345.673004,345.859009,327.062012,327.062012,327.062012,0.008745367246838031,0.006747808565665812,0.008272903902778335,0.007710374345511254
2014-12-17,326.855011,333.95401,315.152008,319.776001,319.776001,0.007770286319109291,0.0061488832806180106,0.007639480302917811,0.007333237907709806
2014-12-18,319.785004,323.709015,304.231995,311.395996,311.395996,0.007403943904984217,0.005633470675317645,0.007058708546251418,0.006899474462326818
2014-12-19,311.178986,318.53299,306.769012,317.842987,317.842987,0.006958010908012102,0.005373071472550844,0.007193637673147376,0.007233181784519718
2014-12-20,317.618988,330.325012,316.044006,329.955994,329.955994,0.007291708721840333,0.005966313029113759,0.007686920470379418,0.007860171822147169
2014-12-21,329.542999,329.628998,318.903015,320.842987,320.842987,0.007909568219828656,0.005931297454282778,0.007838974472444705,0.007388466934844681
2014-12-22,321.067993,334.117004,320.424988,331.885986,331.885986,0.007470423794969603,0.006157083300450948,0.0079199193332987,0.007960071521429163
2014-12-23,332.016998,336.286987,329.60199,334.571991,334.571991,0.008037761977798487,0.006266252371932927,0.008407990507982374,0.008099103751495366
2014-12-24,334.38501,334.740997,321.356995,322.533997,322.533997,0.008160463869431289,0.006188475590815088,0.007969487345957238,0.007475996515528355
2014-12-25,322.286011,322.670013,316.958008,319.007996,319.007996,0.007533537120680283,0.005581199812546867,0.007735530902174376,0.007293484650418028
2014-12-26,319.152008,331.424011,316.627014,327.924011,327.924011,0.00737114432179123,0.006021602264278099,0.0077179272631653344,0.0077549928936095774
2014-12-27,327.583008,328.911011,312.630005,315.863007,315.863007,0.007808008513508222,0.005895176445903387,0.007505349683052437,0.0071306946205395745
2014-12-28,316.160004,320.028015,311.078003,317.239014,317.239014,0.0072161094019627375,0.0054482842696521785,0.007422807754953112,0.007201919105153977
2014-12-29,317.700989,320.266998,312.307007,312.670013,312.670013,0.00729595771965613,0.00546030719896083,0.007488171304614636,0.006965419769447336
2014-12-30,312.718994,314.80899,309.372986,310.737,310.737,0.007037808601068408,0.005185721791839572,0.007332127852077897,0.006865363698018968
2014-12-31,310.914001,320.192993,310.210999,320.192993,320.192993,0.006944280335382269,0.005456584101989554,0.007376696872473687,0.007354822129511239
